out_name,frequency,units,long_name,standard_name,cell_methods,priority,comment,component
ta200,day,K,Air Temperature at 200hPa,air_temperature,area: time: mean,TIER1,,atmosphere
ta200,6hr,K,Air Temperature at 200hPa,air_temperature,area: mean time: point,TIER1,,atmosphere
hus1000,mon,1,Specific Humidity at 1000hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus1000,day,1,Specific Humidity at 1000hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus1000,6hr,1,Specific Humidity at 1000hPa,specific_humidity,area: mean time: point,TIER1,,atmosphere
hus925,mon,1,Specific Humidity at 925hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus925,day,1,Specific Humidity at 925hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus925,6hr,1,Specific Humidity at 925hPa,specific_humidity,area: mean time: point,TIER1,,atmosphere
hus850,mon,1,Specific Humidity at 850hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus850,day,1,Specific Humidity at 850hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus850,6hr,1,Specific Humidity at 850hPa,specific_humidity,area: mean time: point,TIER1,,atmosphere
hus700,mon,1,Specific Humidity at 700hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus700,day,1,Specific Humidity at 700hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus700,6hr,1,Specific Humidity at 700hPa,specific_humidity,area: mean time: point,TIER1,,atmosphere
hus600,mon,1,Specific Humidity at 600hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus600,day,1,Specific Humidity at 600hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus600,6hr,1,Specific Humidity at 600hPa,specific_humidity,area: mean time: point,TIER1,,atmosphere
hus500,mon,1,Specific Humidity at 500hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus500,day,1,Specific Humidity at 500hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus500,6hr,1,Specific Humidity at 500hPa,specific_humidity,area: mean time: point,TIER1,,atmosphere
hus400,mon,1,Specific Humidity at 400hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus400,day,1,Specific Humidity at 400hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus400,6hr,1,Specific Humidity at 400hPa,specific_humidity,area: mean time: point,TIER1,,atmosphere
hus300,mon,1,Specific Humidity at 300hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus300,day,1,Specific Humidity at 300hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus300,6hr,1,Specific Humidity at 300hPa,specific_humidity,area: mean time: point,TIER1,,atmosphere
hus250,mon,1,Specific Humidity at 250hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus250,day,1,Specific Humidity at 250hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus250,6hr,1,Specific Humidity at 250hPa,specific_humidity,area: mean time: point,TIER1,,atmosphere
hus200,mon,1,Specific Humidity at 200hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus200,day,1,Specific Humidity at 200hPa,specific_humidity,area: time: mean,TIER1,,atmosphere
hus200,6hr,1,Specific Humidity at 200hPa,specific_humidity,area: mean time: point,TIER1,,atmosphere
zg1000,mon,m,Geopotential Height at 1000hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg1000,day,m,Geopotential Height at 1000hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg1000,6hr,m,Geopotential Height at 1000hPa,geopotential_height,area: mean time: point,TIER1,,atmosphere
zg925,mon,m,Geopotential Height at 925hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg925,day,m,Geopotential Height at 925hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg925,6hr,m,Geopotential Height at 925hPa,geopotential_height,area: mean time: point,TIER1,,atmosphere
zg850,mon,m,Geopotential Height at 850hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg850,day,m,Geopotential Height at 850hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg850,6hr,m,Geopotential Height at 850hPa,geopotential_height,area: mean time: point,TIER1,,atmosphere
zg700,mon,m,Geopotential Height at 700hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg700,day,m,Geopotential Height at 700hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg700,6hr,m,Geopotential Height at 700hPa,geopotential_height,area: mean time: point,TIER1,,atmosphere
zg600,mon,m,Geopotential Height at 600hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg600,day,m,Geopotential Height at 600hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg600,6hr,m,Geopotential Height at 600hPa,geopotential_height,area: mean time: point,TIER1,,atmosphere
zg500,mon,m,Geopotential Height at 500hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg500,day,m,Geopotential Height at 500hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg500,6hr,m,Geopotential Height at 500hPa,geopotential_height,area: mean time: point,TIER1,,atmosphere
zg400,mon,m,Geopotential Height at 400hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg400,day,m,Geopotential Height at 400hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg400,6hr,m,Geopotential Height at 400hPa,geopotential_height,area: mean time: point,TIER1,,atmosphere
zg300,mon,m,Geopotential Height at 300hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg300,day,m,Geopotential Height at 300hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg300,6hr,m,Geopotential Height at 300hPa,geopotential_height,area: mean time: point,TIER1,,atmosphere
zg250,mon,m,Geopotential Height at 250hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg250,day,m,Geopotential Height at 250hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg250,6hr,m,Geopotential Height at 250hPa,geopotential_height,area: mean time: point,TIER1,,atmosphere
zg200,mon,m,Geopotential Height at 200hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg200,day,m,Geopotential Height at 200hPa,geopotential_height,area: time: mean,TIER1,,atmosphere
zg200,6hr,m,Geopotential Height at 200hPa,geopotential_height,area: mean time: point,TIER1,,atmosphere
wa1000,mon,m s-1,Upward Air Velocity at 1000hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa1000,day,m s-1,Upward Air Velocity at 1000hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa1000,6hr,m s-1,Upward Air Velocity at 1000hPa,upward_air_velocity,area: mean time: point,TIER1,,atmosphere
wa925,mon,m s-1,Upward Air Velocity at 925hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa925,day,m s-1,Upward Air Velocity at 925hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa925,6hr,m s-1,Upward Air Velocity at 925hPa,upward_air_velocity,area: mean time: point,TIER1,,atmosphere
wa850,mon,m s-1,Upward Air Velocity at 850hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa850,day,m s-1,Upward Air Velocity at 850hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa850,6hr,m s-1,Upward Air Velocity at 850hPa,upward_air_velocity,area: mean time: point,TIER1,,atmosphere
wa700,mon,m s-1,Upward Air Velocity at 700hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa700,day,m s-1,Upward Air Velocity at 700hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa700,6hr,m s-1,Upward Air Velocity at 700hPa,upward_air_velocity,area: mean time: point,TIER1,,atmosphere
wa600,mon,m s-1,Upward Air Velocity at 600hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa600,day,m s-1,Upward Air Velocity at 600hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa600,6hr,m s-1,Upward Air Velocity at 600hPa,upward_air_velocity,area: mean time: point,TIER1,,atmosphere
wa500,mon,m s-1,Upward Air Velocity at 500hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa500,day,m s-1,Upward Air Velocity at 500hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa500,6hr,m s-1,Upward Air Velocity at 500hPa,upward_air_velocity,area: mean time: point,TIER1,,atmosphere
wa400,mon,m s-1,Upward Air Velocity at 400hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa400,day,m s-1,Upward Air Velocity at 400hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa400,6hr,m s-1,Upward Air Velocity at 400hPa,upward_air_velocity,area: mean time: point,TIER1,,atmosphere
wa300,mon,m s-1,Upward Air Velocity at 300hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa300,day,m s-1,Upward Air Velocity at 300hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa300,6hr,m s-1,Upward Air Velocity at 300hPa,upward_air_velocity,area: mean time: point,TIER1,,atmosphere
wa250,mon,m s-1,Upward Air Velocity at 250hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa250,day,m s-1,Upward Air Velocity at 250hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa250,6hr,m s-1,Upward Air Velocity at 250hPa,upward_air_velocity,area: mean time: point,TIER1,,atmosphere
wa200,mon,m s-1,Upward Air Velocity at 200hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa200,day,m s-1,Upward Air Velocity at 200hPa,upward_air_velocity,area: time: mean,TIER1,,atmosphere
wa200,6hr,m s-1,Upward Air Velocity at 200hPa,upward_air_velocity,area: mean time: point,TIER1,,atmosphere
ua50m,mon,m s-1,Eastward Wind at 50m,eastward_wind,area: time: mean,TIER1,,atmosphere
ua50m,day,m s-1,Eastward Wind at 50m,eastward_wind,area: time: mean,TIER1,,atmosphere
ua50m,1hr,m s-1,Eastward Wind at 50m,eastward_wind,area: mean time: point,TIER1,,atmosphere
ua100m,mon,m s-1,Eastward Wind at 100m,eastward_wind,area: time: mean,TIER1,,atmosphere
ua100m,day,m s-1,Eastward Wind at 100m,eastward_wind,area: time: mean,TIER1,,atmosphere
ua100m,1hr,m s-1,Eastward Wind at 100m,eastward_wind,area: mean time: point,TIER1,,atmosphere
ua150m,mon,m s-1,Eastward Wind at 150m,eastward_wind,area: time: mean,TIER1,,atmosphere
ua150m,day,m s-1,Eastward Wind at 150m,eastward_wind,area: time: mean,TIER1,,atmosphere
ua150m,1hr,m s-1,Eastward Wind at 150m,eastward_wind,area: mean time: point,TIER1,,atmosphere
va50m,mon,m s-1,Northward Wind at 50m,northward_wind,area: time: mean,TIER1,,atmosphere
va50m,day,m s-1,Northward Wind at 50m,northward_wind,area: time: mean,TIER1,,atmosphere
va50m,1hr,m s-1,Northward Wind at 50m,northward_wind,area: mean time: point,TIER1,,atmosphere
va100m,mon,m s-1,Northward Wind at 100m,northward_wind,area: time: mean,TIER1,,atmosphere
va100m,day,m s-1,Northward Wind at 100m,northward_wind,area: time: mean,TIER1,,atmosphere
va100m,1hr,m s-1,Northward Wind at 100m,northward_wind,area: mean time: point,TIER1,,atmosphere
va150m,mon,m s-1,Northward Wind at 150m,northward_wind,area: time: mean,TIER1,,atmosphere
va150m,day,m s-1,Northward Wind at 150m,northward_wind,area: time: mean,TIER1,,atmosphere
va150m,1hr,m s-1,Northward Wind at 150m,northward_wind,area: mean time: point,TIER1,,atmosphere
ta50m,mon,K,Air Temperature at 50m,air_temperature,area: time: mean,TIER1,requested for urban modeling,atmosphere
ta50m,day,K,Air Temperature at 50m,air_temperature,area: time: mean,TIER1,requested for urban modeling,atmosphere
ta50m,1hr,K,Air Temperature at 50m,air_temperature,area: mean time: point,TIER1,requested for urban modeling,atmosphere
hus50m,mon,1,Specific Humidity at 50m,specific_humidity,area: time: mean,TIER1,requested for urban modeling,atmosphere
hus50m,day,1,Specific Humidity at 50m,specific_humidity,area: time: mean,TIER1,requested for urban modeling,atmosphere
hus50m,1hr,1,Specific Humidity at 50m,specific_humidity,area: mean time: point,TIER1,requested for urban modeling,atmosphere
evspsblpot,mon,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,area: mean where land time: mean,TIER2,,atmosphere
evspsblpot,day,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,area: mean where land time: mean,TIER2,,atmosphere
evspsblpot,1hr,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,area: mean where land time: mean,TIER2,,atmosphere
wsgsmax,mon,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,area: mean time: maximum within days time: mean over days,TIER2,,atmosphere
wsgsmax,day,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,area: mean time: maximum,TIER2,,atmosphere
clh,mon,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,area: time: mean,TIER2,above 440 hPa,atmosphere
clh,day,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,area: time: mean,TIER2,above 440 hPa,atmosphere
clh,6hr,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,area: time: mean,TIER2,above 440 hPa,atmosphere
clm,mon,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,area: time: mean,TIER2,between 680 and 440 hPa,atmosphere
clm,day,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,area: time: mean,TIER2,between 680 and 440 hPa,atmosphere
clm,6hr,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,area: time: mean,TIER2,between 680 and 440 hPa,atmosphere
cll,mon,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,area: time: mean,TIER2,below 680 hPa,atmosphere
cll,day,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,area: time: mean,TIER2,below 680 hPa,atmosphere
cll,6hr,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,area: time: mean,TIER2,below 680 hPa,atmosphere
rsdscs,mon,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rsdscs,day,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rsdscs,6hr,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rldscs,mon,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rldscs,day,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rldscs,6hr,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rsuscs,mon,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rsuscs,day,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rsuscs,6hr,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rluscs,mon,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rluscs,day,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rluscs,6hr,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rsutcs,mon,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rsutcs,day,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rsutcs,6hr,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rlutcs,mon,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rlutcs,day,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
rlutcs,6hr,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,area: time: mean,TIER2,,atmosphere
z0,mon,m,Surface Roughness Length,surface_roughness_length,area: time: mean,TIER2,,atmosphere
z0,day,m,Surface Roughness Length,surface_roughness_length,area: time: mean,TIER2,,atmosphere
cape,mon,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,area: time: mean,TIER2,,atmosphere
cape,day,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,area: time: mean,TIER2,,atmosphere
cape,1hr,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,area: mean time: point,TIER2,,atmosphere
li,mon,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,area: time: mean,TIER2,,atmosphere
li,day,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,area: time: mean,TIER2,,atmosphere
li,1hr,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,area: mean time: point,TIER2,,atmosphere
cin,mon,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,area: time: mean,TIER2,,atmosphere
cin,day,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,area: time: mean,TIER2,,atmosphere
cin,1hr,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,area: mean time: point,TIER2,,atmosphere
capemax,mon,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,area: mean time: maximum within days time: mean over days,TIER2,,atmosphere
capemax,day,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,area: mean time: maximum,TIER2,,atmosphere
limax,mon,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,area: mean time: maximum within days time: mean over days,TIER2,,atmosphere
limax,day,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,area: mean time: maximum,TIER2,,atmosphere
cinmax,mon,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,area: mean time: maximum within days time: mean over days,TIER2,,atmosphere
cinmax,day,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,area: mean time: maximum,TIER2,,atmosphere
od550aer,mon,1,Ambient Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,area: time: mean,TIER2,"long_name fixed, 2022.09.22  https://github.com/WCRP-CORDEX/cordex-cmip6-data-request/issues/6",atmosphere
ua150,mon,m s-1,Eastward Wind at 150hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua150,day,m s-1,Eastward Wind at 150hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua150,6hr,m s-1,Eastward Wind at 150hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua100,mon,m s-1,Eastward Wind at 100hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua100,day,m s-1,Eastward Wind at 100hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua100,6hr,m s-1,Eastward Wind at 100hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua70,mon,m s-1,Eastward Wind at 70hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua70,day,m s-1,Eastward Wind at 70hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua70,6hr,m s-1,Eastward Wind at 70hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua50,mon,m s-1,Eastward Wind at 50hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua50,day,m s-1,Eastward Wind at 50hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua50,6hr,m s-1,Eastward Wind at 50hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua30,mon,m s-1,Eastward Wind at 30hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua30,day,m s-1,Eastward Wind at 30hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua30,6hr,m s-1,Eastward Wind at 30hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua20,mon,m s-1,Eastward Wind at 20hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua20,day,m s-1,Eastward Wind at 20hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua20,6hr,m s-1,Eastward Wind at 20hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
ua10,mon,m s-1,Eastward Wind at 10hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua10,day,m s-1,Eastward Wind at 10hPa,eastward_wind,area: time: mean,TIER2,,atmosphere
ua10,6hr,m s-1,Eastward Wind at 10hPa,eastward_wind,area: mean time: point,TIER2,,atmosphere
va150,mon,m s-1,Northward Wind at 150hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va150,day,m s-1,Northward Wind at 150hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va150,6hr,m s-1,Northward Wind at 150hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va100,mon,m s-1,Northward Wind at 100hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va100,day,m s-1,Northward Wind at 100hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va100,6hr,m s-1,Northward Wind at 100hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va70,mon,m s-1,Northward Wind at 70hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va70,day,m s-1,Northward Wind at 70hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va70,6hr,m s-1,Northward Wind at 70hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va50,mon,m s-1,Northward Wind at 50hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va50,day,m s-1,Northward Wind at 50hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va50,6hr,m s-1,Northward Wind at 50hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va30,mon,m s-1,Northward Wind at 30hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va30,day,m s-1,Northward Wind at 30hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va30,6hr,m s-1,Northward Wind at 30hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va20,mon,m s-1,Northward Wind at 20hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va20,day,m s-1,Northward Wind at 20hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va20,6hr,m s-1,Northward Wind at 20hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
va10,mon,m s-1,Northward Wind at 10hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va10,day,m s-1,Northward Wind at 10hPa,northward_wind,area: time: mean,TIER2,,atmosphere
va10,6hr,m s-1,Northward Wind at 10hPa,northward_wind,area: mean time: point,TIER2,,atmosphere
ta150,mon,K,Air Temperature at 150hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta150,day,K,Air Temperature at 150hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta150,6hr,K,Air Temperature at 150hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta100,mon,K,Air Temperature at 100hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta100,day,K,Air Temperature at 100hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta100,6hr,K,Air Temperature at 100hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta70,mon,K,Air Temperature at 70hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta70,day,K,Air Temperature at 70hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta70,6hr,K,Air Temperature at 70hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta50,mon,K,Air Temperature at 50hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta50,day,K,Air Temperature at 50hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta50,6hr,K,Air Temperature at 50hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta30,mon,K,Air Temperature at 30hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta30,day,K,Air Temperature at 30hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta30,6hr,K,Air Temperature at 30hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta20,mon,K,Air Temperature at 20hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta20,day,K,Air Temperature at 20hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta20,6hr,K,Air Temperature at 20hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
ta10,mon,K,Air Temperature at 10hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta10,day,K,Air Temperature at 10hPa,air_temperature,area: time: mean,TIER2,,atmosphere
ta10,6hr,K,Air Temperature at 10hPa,air_temperature,area: mean time: point,TIER2,,atmosphere
hus150,mon,1,Specific Humidity at 150hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus150,day,1,Specific Humidity at 150hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus150,6hr,1,Specific Humidity at 150hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus100,mon,1,Specific Humidity at 100hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus100,day,1,Specific Humidity at 100hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus100,6hr,1,Specific Humidity at 100hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus70,mon,1,Specific Humidity at 70hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus70,day,1,Specific Humidity at 70hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus70,6hr,1,Specific Humidity at 70hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus50,mon,1,Specific Humidity at 50hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus50,day,1,Specific Humidity at 50hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus50,6hr,1,Specific Humidity at 50hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus30,mon,1,Specific Humidity at 30hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus30,day,1,Specific Humidity at 30hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus30,6hr,1,Specific Humidity at 30hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus20,mon,1,Specific Humidity at 20hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus20,day,1,Specific Humidity at 20hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus20,6hr,1,Specific Humidity at 20hPa,specific_humidity,area: mean time: point,TIER2,,atmosphere
hus10,mon,1,Specific Humidity at 10hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
hus10,day,1,Specific Humidity at 10hPa,specific_humidity,area: time: mean,TIER2,,atmosphere
