out_name,units,ag,long_name,standard_name,priority,comment,frequency,cell_methods,positive
sconcbc,kg m-3,i,Surface Concentration of Black Carbon,mass_concentration_of_elemental_carbon_dry_aerosol_particles_in_air,TIER1,,day,area: time: mean,
sconcbc,kg m-3,i,Surface Concentration of Black Carbon,mass_concentration_of_elemental_carbon_dry_aerosol_particles_in_air,TIER1,,1hr,area: mean time: point,
sconcdust,kg m-3,i,Surface Concentration of Dust,mass_concentration_of_dust_dry_aerosol_particles_in_air,TIER1,,mon,area: time: mean,
sconcdust,kg m-3,i,Surface Concentration of Dust,mass_concentration_of_dust_dry_aerosol_particles_in_air,TIER1,,day,area: time: mean,
sconcdust,kg m-3,i,Surface Concentration of Dust,mass_concentration_of_dust_dry_aerosol_particles_in_air,TIER1,,1hr,area: mean time: point,
sconcnh4,kg m-3,i,Surface Concentration of Ammonium,mass_concentration_of_ammonium_dry_aerosol_particles_in_air,TIER1,,mon,area: time: mean,
sconcnh4,kg m-3,i,Surface Concentration of Ammonium,mass_concentration_of_ammonium_dry_aerosol_particles_in_air,TIER1,,day,area: time: mean,
sconcnh4,kg m-3,i,Surface Concentration of Ammonium,mass_concentration_of_ammonium_dry_aerosol_particles_in_air,TIER1,,1hr,area: mean time: point,
sconcno3,kg m-3,i,Surface Concentration of Nitrate,mass_concentration_of_nitrate_dry_aerosol_particles_in_air,TIER1,,mon,area: time: mean,
sconcno3,kg m-3,i,Surface Concentration of Nitrate,mass_concentration_of_nitrate_dry_aerosol_particles_in_air,TIER1,,day,area: time: mean,
sconcno3,kg m-3,i,Surface Concentration of Nitrate,mass_concentration_of_nitrate_dry_aerosol_particles_in_air,TIER1,,1hr,area: mean time: point,
sconcoa,kg m-3,i,Surface Concentration of Organic Matter Aerosol,mass_concentration_of_particulate_organic_matter_dry_aerosol_particles_in_air,TIER1,,mon,area: time: mean,
sconcoa,kg m-3,i,Surface Concentration of Organic Matter Aerosol,mass_concentration_of_particulate_organic_matter_dry_aerosol_particles_in_air,TIER1,,day,area: time: mean,
sconcoa,kg m-3,i,Surface Concentration of Organic Matter Aerosol,mass_concentration_of_particulate_organic_matter_dry_aerosol_particles_in_air,TIER1,,1hr,area: mean time: point,
sconcso4,kg m-3,i,Surface Concentration of Sulfate,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,TIER1,,mon,area: time: mean,
sconcso4,kg m-3,i,Surface Concentration of Sulfate,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,TIER1,,day,area: time: mean,
sconcso4,kg m-3,i,Surface Concentration of Sulfate,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,TIER1,,1hr,area: mean time: point,
sconcsoa,kg m-3,i,Surface Concentration of Secondary Organic Aerosol,mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_particles_in_air,TIER1,,mon,area: time: mean,
sconcsoa,kg m-3,i,Surface Concentration of Secondary Organic Aerosol,mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_particles_in_air,TIER1,,day,area: time: mean,
sconcsoa,kg m-3,i,Surface Concentration of Secondary Organic Aerosol,mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_particles_in_air,TIER1,,1hr,area: mean time: point,
sconcss,kg m-3,i,Surface Concentration of Sea-Salt Aerosol,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,TIER1,,mon,area: time: mean,
sconcss,kg m-3,i,Surface Concentration of Sea-Salt Aerosol,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,TIER1,,day,area: time: mean,
sconcss,kg m-3,i,Surface Concentration of Sea-Salt Aerosol,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,TIER1,,1hr,area: mean time: point,
sedbc,kg m-2 s-1,c,Sedimentation Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,mon,area: time: mean,
sedbc,kg m-2 s-1,c,Sedimentation Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,day,area: time: mean,
sedbc,kg m-2 s-1,c,Sedimentation Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,1hr,area: time: mean,
seddust,kg m-2 s-1,c,Sedimentation Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,mon,area: time: mean,
seddust,kg m-2 s-1,c,Sedimentation Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,day,area: time: mean,
seddust,kg m-2 s-1,c,Sedimentation Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,1hr,area: time: mean,
sednh4,kg m-2 s-1,c,Sedimentation Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,mon,area: time: mean,
sednh4,kg m-2 s-1,c,Sedimentation Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,day,area: time: mean,
sednh4,kg m-2 s-1,c,Sedimentation Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,1hr,area: time: mean,
sedno3,kg m-2 s-1,c,Sedimentation Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,mon,area: time: mean,
sedno3,kg m-2 s-1,c,Sedimentation Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,day,area: time: mean,
sedno3,kg m-2 s-1,c,Sedimentation Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,1hr,area: time: mean,
sedoa,kg m-2 s-1,c,Sedimentation Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,mon,area: time: mean,
sedoa,kg m-2 s-1,c,Sedimentation Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,day,area: time: mean,
sedoa,kg m-2 s-1,c,Sedimentation Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,1hr,area: time: mean,
sedso4,kg m-2 s-1,c,Sedimentation Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,mon,area: time: mean,
sedso4,kg m-2 s-1,c,Sedimentation Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,day,area: time: mean,
sedso4,kg m-2 s-1,c,Sedimentation Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,1hr,area: time: mean,
sedss,kg m-2 s-1,c,Sedimentation Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,mon,area: time: mean,
sedss,kg m-2 s-1,c,Sedimentation Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,day,area: time: mean,
sedss,kg m-2 s-1,c,Sedimentation Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_dry_deposition,TIER1,only if sedimentation is applied for this aerosol,1hr,area: time: mean,
ssa1000aer,1,i,Aerosol Single Scattering Albedo at 1000 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,mon,area: time: mean,
ssa1000aer,1,i,Aerosol Single Scattering Albedo at 1000 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,day,area: time: mean,
ssa1000aer,1,i,Aerosol Single Scattering Albedo at 1000 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,3hr,area: mean time: point,
ssa350aer,1,i,Aerosol Single Scattering Albedo at 350 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,mon,area: time: mean,
ssa350aer,1,i,Aerosol Single Scattering Albedo at 350 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,day,area: time: mean,
ssa350aer,1,i,Aerosol Single Scattering Albedo at 350 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,3hr,area: mean time: point,
ssa440aer,1,i,Aerosol Single Scattering Albedo at 440 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,mon,area: time: mean,
ssa440aer,1,i,Aerosol Single Scattering Albedo at 440 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,day,area: time: mean,
ssa440aer,1,i,Aerosol Single Scattering Albedo at 440 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,3hr,area: mean time: point,
ssa870aer,1,i,Aerosol Single Scattering Albedo at 870 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,mon,area: time: mean,
ssa870aer,1,i,Aerosol Single Scattering Albedo at 870 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,day,area: time: mean,
ssa870aer,1,i,Aerosol Single Scattering Albedo at 870 nm,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,TIER1,,3hr,area: mean time: point,
wetbc,kg m-2 s-1,c,Wet Deposition Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_wet_deposition,TIER1,,mon,area: time: mean,
wetbc,kg m-2 s-1,c,Wet Deposition Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_wet_deposition,TIER1,,day,area: time: mean,
wetbc,kg m-2 s-1,c,Wet Deposition Rate of Black Carbon,minus_tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_wet_deposition,TIER1,,1hr,area: time: mean,
wetdust,kg m-2 s-1,c,Wet Deposition Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_wet_deposition,TIER1,,mon,area: time: mean,
wetdust,kg m-2 s-1,c,Wet Deposition Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_wet_deposition,TIER1,,day,area: time: mean,
wetdust,kg m-2 s-1,c,Wet Deposition Rate of Dust,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_wet_deposition,TIER1,,1hr,area: time: mean,
wetnh4,kg m-2 s-1,c,Wet Deposition Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_wet_deposition,TIER1,,mon,area: time: mean,
wetnh4,kg m-2 s-1,c,Wet Deposition Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_wet_deposition,TIER1,,day,area: time: mean,
wetnh4,kg m-2 s-1,c,Wet Deposition Rate of Ammonium,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_wet_deposition,TIER1,,1hr,area: time: mean,
wetno3,kg m-2 s-1,c,Wet Deposition Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_wet_deposition,TIER1,,mon,area: time: mean,
wetno3,kg m-2 s-1,c,Wet Deposition Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_wet_deposition,TIER1,,day,area: time: mean,
wetno3,kg m-2 s-1,c,Wet Deposition Rate of Nitrate,tendency_of_atmosphere_mass_content_of_nitrate_dry_aerosol_particles_due_to_wet_deposition,TIER1,,1hr,area: time: mean,
wetoa,kg m-2 s-1,c,Wet Deposition Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_wet_deposition,TIER1,,mon,area: time: mean,
wetoa,kg m-2 s-1,c,Wet Deposition Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_wet_deposition,TIER1,,day,area: time: mean,
wetoa,kg m-2 s-1,c,Wet Deposition Rate of Organic Matter,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_wet_deposition,TIER1,,1hr,area: time: mean,
wetso4,kg m-2 s-1,c,Wet Deposition Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_wet_deposition,TIER1,,mon,area: time: mean,
wetso4,kg m-2 s-1,c,Wet Deposition Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_wet_deposition,TIER1,,day,area: time: mean,
wetso4,kg m-2 s-1,c,Wet Deposition Rate of Sulfate,minus_tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_wet_deposition,TIER1,,1hr,area: time: mean,
wetss,kg m-2 s-1,c,Wet Deposition Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_wet_deposition,TIER1,,mon,area: time: mean,
wetss,kg m-2 s-1,c,Wet Deposition Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_wet_deposition,TIER1,,day,area: time: mean,
wetss,kg m-2 s-1,c,Wet Deposition Rate of Sea-Salt,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_wet_deposition,TIER1,,1hr,area: time: mean,
cdnc,m-3,i,Cloud Liquid Droplet Number Concentration,number_concentration_of_cloud_liquid_water_particles_in_air,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
cdnc,m-3,i,Cloud Liquid Droplet Number Concentration,number_concentration_of_cloud_liquid_water_particles_in_air,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
cdnc,m-3,i,Cloud Liquid Droplet Number Concentration,number_concentration_of_cloud_liquid_water_particles_in_air,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",3hr,area: mean time: point,
ext550aer,m-1,i,Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
ext550aer,m-1,i,Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
ext550aer,m-1,i,Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",3hr,area: mean time: point,
ext550bc,m-1,i,Black Carbon Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
ext550bc,m-1,i,Black Carbon Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
ext550dust,m-1,i,Dust Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
ext550dust,m-1,i,Dust Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
ext550nh4,m-1,i,Ammonium Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
ext550nh4,m-1,i,Ammonium Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
ext550no3,m-1,i,Nitrate Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
ext550no3,m-1,i,Nitrate Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
ext550oa,m-1,i,Organic Matter Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
ext550oa,m-1,i,Organic Matter Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
ext550so4,m-1,i,Sulfate Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
ext550so4,m-1,i,Sulfate Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
ext550ss,m-1,i,Sea-salt Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
ext550ss,m-1,i,Sea-salt Aerosol Extinction Coefficient,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
scat550aer,m-1,i,Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
scat550aer,m-1,i,Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
scat550aer,m-1,i,Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",3hr,area: mean time: point,
scat550bc,m-1,i,Black Carbon Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
scat550bc,m-1,i,Black Carbon Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
scat550dust,m-1,i,Dust Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
scat550dust,m-1,i,Dust Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
scat550nh4,m-1,i,Ammonium Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
scat550nh4,m-1,i,Ammonium Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
scat550no3,m-1,i,Nitrate Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
scat550no3,m-1,i,Nitrate Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
scat550oa,m-1,i,Organic Matter Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
scat550oa,m-1,i,Organic Matter Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
scat550so4,m-1,i,Sulfate Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
scat550so4,m-1,i,Sulfate Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
scat550ss,m-1,i,Sea-salt Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",mon,area: time: mean,
scat550ss,m-1,i,Sea-salt Aerosol Scattering Coefficient,volume_scattering_coefficient_in_air_due_to_ambient_aerosol_particles,TIER1,"List of levels: 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 925, 950, 975, 1000 hPa (all in 1 file if possible)",day,area: time: mean,
abs1000bc,1,i,Black Carbon Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,TIER2,,mon,area: time: mean,
abs1000bc,1,i,Black Carbon Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,TIER2,,day,area: time: mean,
abs1000dust,1,i,Dust Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,TIER2,,mon,area: time: mean,
abs1000dust,1,i,Dust Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,TIER2,,day,area: time: mean,
abs1000nh4,1,i,Ammonium Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,TIER2,,mon,area: time: mean,
abs1000nh4,1,i,Ammonium Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,TIER2,,day,area: time: mean,
abs1000no3,1,i,Nitrate Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,TIER2,,mon,area: time: mean,
abs1000no3,1,i,Nitrate Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,TIER2,,day,area: time: mean,
abs1000oa,1,i,Organic Matter Aerosol Absorption Optical Thickness at 1000 nm,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,TIER2,,mon,area: time: mean,
